Country Name,Country Code,Year,Value
Belgium,BEL,2012,258672
Belize,BLZ,1962,-2418
Belize,BLZ,1967,-2957
Belize,BLZ,1972,-10665
Belize,BLZ,1977,-13542
Belize,BLZ,1982,-5332
Belize,BLZ,1987,-5404
Belize,BLZ,1992,-9011
Belize,BLZ,1997,11909
Belize,BLZ,2002,5797
Belize,BLZ,2007,8722
Belize,BLZ,2012,7594
Benin,BEN,1962,-24295
Benin,BEN,1967,-23742
Benin,BEN,1972,-24845
Benin,BEN,1977,-19393
Benin,BEN,1982,-10848
Benin,BEN,1987,-8723
Benin,BEN,1992,68259
Benin,BEN,1997,-2851
Benin,BEN,2002,25005
Benin,BEN,2007,-48776
Benin,BEN,2012,-42268
Bhutan,BTN,1962,5000
Bhutan,BTN,1967,10000
Bhutan,BTN,1972,9999
Bhutan,BTN,1977,10004
Bhutan,BTN,1982,797
Bhutan,BTN,1987,1595
Bhutan,BTN,1992,-85887
Bhutan,BTN,1997,143
Bhutan,BTN,2002,29002
Bhutan,BTN,2007,16829
Bhutan,BTN,2012,10000
Bolivia,BOL,1962,-34003
Bolivia,BOL,1967,-37001
Bolivia,BOL,1972,-42998
Bolivia,BOL,1977,-60007
Bolivia,BOL,1982,-87002
Bolivia,BOL,1987,-106998
Bolivia,BOL,1992,-90997
Bolivia,BOL,1997,-83002
Bolivia,BOL,2002,-89995
Bolivia,BOL,2007,-84003
Bolivia,BOL,2012,-61794
Bosnia and Herzegovina,BIH,1962,-50002
Bosnia and Herzegovina,BIH,1967,-96958
Bosnia and Herzegovina,BIH,1972,-82247
Bosnia and Herzegovina,BIH,1977,-74132
Bosnia and Herzegovina,BIH,1982,-29999
Bosnia and Herzegovina,BIH,1987,-134587
Bosnia and Herzegovina,BIH,1992,-726484
Bosnia and Herzegovina,BIH,1997,-159283
Bosnia and Herzegovina,BIH,2002,-6000
Bosnia and Herzegovina,BIH,2007,-59246
Bosnia and Herzegovina,BIH,2012,-161371
Botswana,BWA,1962,-15000
Botswana,BWA,1967,-6020
Botswana,BWA,1972,2326
Botswana,BWA,1977,14845
Botswana,BWA,1982,601
Botswana,BWA,1987,5803
Botswana,BWA,1992,17864
Botswana,BWA,1997,24546
Botswana,BWA,2002,21278
Botswana,BWA,2007,18730
Botswana,BWA,2012,15000
Brazil,BRA,1962,0
Brazil,BRA,1967,0
Brazil,BRA,1972,0
Brazil,BRA,1977,0
Brazil,BRA,1982,0
Brazil,BRA,1987,0
Brazil,BRA,1992,0
Brazil,BRA,1997,0
Brazil,BRA,2002,0
Brazil,BRA,2007,0
Brazil,BRA,2012,15924
Brunei Darussalam,BRN,1962,4889
Brunei Darussalam,BRN,1967,9636
Brunei Darussalam,BRN,1972,9768
Brunei Darussalam,BRN,1977,7335
Brunei Darussalam,BRN,1982,2933
Brunei Darussalam,BRN,1987,2839
Brunei Darussalam,BRN,1992,3868
Brunei Darussalam,BRN,1997,3215
Brunei Darussalam,BRN,2002,3347
Brunei Darussalam,BRN,2007,-2089
Brunei Darussalam,BRN,2012,2030
Bulgaria,BGR,1962,-1437
Bulgaria,BGR,1967,-6423
Bulgaria,BGR,1972,-43396
Bulgaria,BGR,1977,-94868
Bulgaria,BGR,1982,-22346
Bulgaria,BGR,1987,-184143
Bulgaria,BGR,1992,-356464
Bulgaria,BGR,1997,-133824
Bulgaria,BGR,2002,-85500
Bulgaria,BGR,2007,-83742
Bulgaria,BGR,2012,-24472
Burkina Faso,BFA,1962,-144723
Burkina Faso,BFA,1967,-144723
Burkina Faso,BFA,1972,-170263
Burkina Faso,BFA,1977,-217400
Burkina Faso,BFA,1982,-217400
Burkina Faso,BFA,1987,-183699
Burkina Faso,BFA,1992,-150001
Burkina Faso,BFA,1997,-137499
Burkina Faso,BFA,2002,-125000
Burkina Faso,BFA,2007,-125000
Burkina Faso,BFA,2012,-125000
Burundi,BDI,1962,-84989
Burundi,BDI,1967,-57900
Burundi,BDI,1972,-260594
Burundi,BDI,1977,-150288
Burundi,BDI,1982,-139147
Burundi,BDI,1987,-150768
Burundi,BDI,1992,-302498
Burundi,BDI,1997,-445502
Burundi,BDI,2002,50869
Burundi,BDI,2007,102069
Burundi,BDI,2012,-70000
Cabo Verde,CPV,1962,-1167
Cabo Verde,CPV,1967,4267
Cabo Verde,CPV,1972,-34907
Cabo Verde,CPV,1977,-27982
Cabo Verde,CPV,1982,-20313
Cabo Verde,CPV,1987,-27757
Cabo Verde,CPV,1992,-6376
Cabo Verde,CPV,1997,-5438
Cabo Verde,CPV,2002,-9859
Cabo Verde,CPV,2007,-17623
Cabo Verde,CPV,2012,-11052
Cambodia,KHM,1962,0
Cambodia,KHM,1967,-249999
Cambodia,KHM,1972,-125000
Cambodia,KHM,1977,-84999
Cambodia,KHM,1982,-88854
Cambodia,KHM,1987,-78022
Cambodia,KHM,1992,409414
Cambodia,KHM,1997,348495
Cambodia,KHM,2002,-35156
Cambodia,KHM,2007,-295987
Cambodia,KHM,2012,-149999
Cameroon,CMR,1962,0
Cameroon,CMR,1967,-1000
Cameroon,CMR,1972,-2500
Cameroon,CMR,1977,0
Cameroon,CMR,1982,-16500
Cameroon,CMR,1987,-19500
Cameroon,CMR,1992,-48000
Cameroon,CMR,1997,-48000
Cameroon,CMR,2002,-54000
Cameroon,CMR,2007,-54000
Cameroon,CMR,2012,-36000
Canada,CAN,1962,178066
Canada,CAN,1967,608528
Canada,CAN,1972,771526
Canada,CAN,1977,438027
Canada,CAN,1982,376129
Canada,CAN,1987,875013
Canada,CAN,1992,698764
Canada,CAN,1997,761611
Canada,CAN,2002,1026702
Canada,CAN,2007,1229905
Canada,CAN,2012,1145721
Central African Republic,CAF,1962,11930
Central African Republic,CAF,1967,13145
Central African Republic,CAF,1972,-20075
Central African Republic,CAF,1977,4000
Central African Republic,CAF,1982,40165
Central African Republic,CAF,1987,-45000
Central African Republic,CAF,1992,50000
Central African Republic,CAF,1997,25000
Central African Republic,CAF,2002,-24405
Central African Republic,CAF,2007,-125614
Central African Republic,CAF,2012,-396129
Chad,TCD,1962,-5000
Chad,TCD,1967,-40950
Chad,TCD,1972,-49050
Chad,TCD,1977,-175500
Chad,TCD,1982,-131245
Chad,TCD,1987,1418
Chad,TCD,1992,-10374
Chad,TCD,1997,69444
Chad,TCD,2002,218966
Chad,TCD,2007,75000
Chad,TCD,2012,100000
Channel Islands,CHI,1962,2934
Channel Islands,CHI,1967,3880
Channel Islands,CHI,1972,4250
Channel Islands,CHI,1977,1726
Channel Islands,CHI,1982,5380
Channel Islands,CHI,1987,6085
Channel Islands,CHI,1992,2120
Channel Islands,CHI,1997,3778
Channel Islands,CHI,2002,4592
Channel Islands,CHI,2007,4479
Channel Islands,CHI,2012,3654
Chile,CHL,1962,-44994
Chile,CHL,1967,-40584
Chile,CHL,1972,-62525
Chile,CHL,1977,-76611
Chile,CHL,1982,-63513
Chile,CHL,1987,-20953
Chile,CHL,1992,13650
Chile,CHL,1997,23454
Chile,CHL,2002,37362
Chile,CHL,2007,59383
Chile,CHL,2012,80820
China,CHN,1962,-1131180
China,CHN,1967,-160289
China,CHN,1972,-1081485
China,CHN,1977,-47190
China,CHN,1982,-200840
China,CHN,1987,-420046
China,CHN,1992,-764123
China,CHN,1997,-383389
China,CHN,2002,-2030083
China,CHN,2007,-2390895
China,CHN,2012,-1698448
Colombia,COL,1962,-253998
Colombia,COL,1967,-281000
Colombia,COL,1972,-289998
Colombia,COL,1977,-286998
Colombia,COL,1982,-273997
Colombia,COL,1987,-254001
Colombia,COL,1992,-223998
Colombia,COL,1997,-190000
Colombia,COL,2002,-159003
Colombia,COL,2007,-143000
Colombia,COL,2012,-144998
Comoros,COM,1962,-8491
Comoros,COM,1967,-5500
Comoros,COM,1972,-5500
Comoros,COM,1977,10000
Comoros,COM,1982,-4500
Comoros,COM,1987,-4500
Comoros,COM,1992,-3000
Comoros,COM,1997,-6000
Comoros,COM,2002,-10000
Comoros,COM,2007,-10000
Comoros,COM,2012,-10000
"Congo, Dem. Rep.",COD,1962,122650
"Congo, Dem. Rep.",COD,1967,241910
"Congo, Dem. Rep.",COD,1972,27450
"Congo, Dem. Rep.",COD,1977,100685
"Congo, Dem. Rep.",COD,1982,-446860
"Congo, Dem. Rep.",COD,1987,74515
"Congo, Dem. Rep.",COD,1992,1302404
"Congo, Dem. Rep.",COD,1997,-1006384
"Congo, Dem. Rep.",COD,2002,-241564
"Congo, Dem. Rep.",COD,2007,-43426
"Congo, Dem. Rep.",COD,2012,15060
"Congo, Rep.",COG,1962,0
"Congo, Rep.",COG,1967,500
"Congo, Rep.",COG,1972,6944
"Congo, Rep.",COG,1977,-7407
"Congo, Rep.",COG,1982,2098
"Congo, Rep.",COG,1987,2000
"Congo, Rep.",COG,1992,22530
"Congo, Rep.",COG,1997,49302
"Congo, Rep.",COG,2002,49674
"Congo, Rep.",COG,2007,95864
"Congo, Rep.",COG,2012,-60001
Costa Rica,CRI,1962,7905
Costa Rica,CRI,1967,7827
Costa Rica,CRI,1972,12638
Costa Rica,CRI,1977,17425
Costa Rica,CRI,1982,18876
Costa Rica,CRI,1987,17417
Costa Rica,CRI,1992,69202
Costa Rica,CRI,1997,89527
Costa Rica,CRI,2002,41792
Costa Rica,CRI,2007,30339
Costa Rica,CRI,2012,19658
Cote d'Ivoire,CIV,1962,200000
Cote d'Ivoire,CIV,1967,200000
Cote d'Ivoire,CIV,1972,400000
Cote d'Ivoire,CIV,1977,420000
Cote d'Ivoire,CIV,1982,430000
Cote d'Ivoire,CIV,1987,325000
Cote d'Ivoire,CIV,1992,375000
Cote d'Ivoire,CIV,1997,180000
Cote d'Ivoire,CIV,2002,-370000
Cote d'Ivoire,CIV,2007,-220000
Cote d'Ivoire,CIV,2012,60000
Croatia,HRV,1962,1854
Croatia,HRV,1967,-1225
Croatia,HRV,1972,-18403
Croatia,HRV,1977,18681
Croatia,HRV,1982,54369
Croatia,HRV,1987,26145
Croatia,HRV,1992,-143579
Croatia,HRV,1997,-188129
Croatia,HRV,2002,-2580
Croatia,HRV,2007,-10499
Croatia,HRV,2012,-32772
Cuba,CUB,1962,-205000
Cuba,CUB,1967,-250000
Cuba,CUB,1972,-190000
Cuba,CUB,1977,-160000
Cuba,CUB,1982,-270000
Cuba,CUB,1987,-69999
Cuba,CUB,1992,-120006
Cuba,CUB,1997,-132839
Cuba,CUB,2002,-145629
Cuba,CUB,2007,-178725
Cuba,CUB,2012,-73271
Curacao,CUW,1962,-7752
Curacao,CUW,1967,-4526
Curacao,CUW,1972,-5000
Curacao,CUW,1977,-13251
Curacao,CUW,1982,-8464
Curacao,CUW,1987,-14547
Curacao,CUW,1992,-11517
Curacao,CUW,1997,-17077
Curacao,CUW,2002,-6070
Curacao,CUW,2007,15363
Curacao,CUW,2012,6817
Cyprus,CYP,1962,-43025
Cyprus,CYP,1967,-7843
Cyprus,CYP,1972,3053
Cyprus,CYP,1977,-1215
Cyprus,CYP,1982,-27634
Cyprus,CYP,1987,17167
Cyprus,CYP,1992,43195
Cyprus,CYP,1997,53260
Cyprus,CYP,2002,57530
Cyprus,CYP,2007,58658
Cyprus,CYP,2012,22509
Czech Republic,CZE,1962,24999
Czech Republic,CZE,1967,-129099
Czech Republic,CZE,1972,9999
Czech Republic,CZE,1977,9999
Czech Republic,CZE,1982,-52946
Czech Republic,CZE,1987,5671
Czech Republic,CZE,1992,29999
Czech Republic,CZE,1997,46002
Czech Republic,CZE,2002,47402
Czech Republic,CZE,2007,250889
Czech Republic,CZE,2012,59997
Denmark,DNK,1962,2256
Denmark,DNK,1967,21866
Denmark,DNK,1972,23256
Denmark,DNK,1977,14925
Denmark,DNK,1982,9319
Denmark,DNK,1987,32839
Denmark,DNK,1992,65466
Denmark,DNK,1997,74568
Denmark,DNK,2002,46306
Denmark,DNK,2007,87989
Denmark,DNK,2012,106841
Djibouti,DJI,1962,18000
Djibouti,DJI,1967,25000
Djibouti,DJI,1972,34997
Djibouti,DJI,1977,91193
Djibouti,DJI,1982,9999
Djibouti,DJI,1987,89998
Djibouti,DJI,1992,-45000
Djibouti,DJI,1997,9988
Djibouti,DJI,2002,-8997
Djibouti,DJI,2007,-1499
Djibouti,DJI,2012,6002
Dominican Republic,DOM,1962,-43490
Dominican Republic,DOM,1967,-56172
Dominican Republic,DOM,1972,-70824
Dominican Republic,DOM,1977,-87098
Dominican Republic,DOM,1982,-118102
Dominican Republic,DOM,1987,-134470
Dominican Republic,DOM,1992,-144154
Dominican Republic,DOM,1997,-150146
Dominican Republic,DOM,2002,-152553
Dominican Republic,DOM,2007,-153773
Dominican Republic,DOM,2012,-153010
Ecuador,ECU,1962,-9002
Ecuador,ECU,1967,-5500
Ecuador,ECU,1972,-5499
Ecuador,ECU,1977,-7198
Ecuador,ECU,1982,-14001
Ecuador,ECU,1987,-16998
Ecuador,ECU,1992,-19000
Ecuador,ECU,1997,-69999
Ecuador,ECU,2002,-120002
Ecuador,ECU,2007,-44999
Ecuador,ECU,2012,-38001
"Egypt, Arab Rep.",EGY,1962,-50100
"Egypt, Arab Rep.",EGY,1967,-239700
"Egypt, Arab Rep.",EGY,1972,-546796
"Egypt, Arab Rep.",EGY,1977,-563569
"Egypt, Arab Rep.",EGY,1982,-389781
"Egypt, Arab Rep.",EGY,1987,-212184
"Egypt, Arab Rep.",EGY,1992,-460404
"Egypt, Arab Rep.",EGY,1997,-210899
"Egypt, Arab Rep.",EGY,2002,-74464
"Egypt, Arab Rep.",EGY,2007,-283573
"Egypt, Arab Rep.",EGY,2012,-275026
El Salvador,SLV,1962,-24031
El Salvador,SLV,1967,-44306
El Salvador,SLV,1972,-90977
El Salvador,SLV,1977,-164230
El Salvador,SLV,1982,-231749
El Salvador,SLV,1987,-256685
El Salvador,SLV,1992,-265152
El Salvador,SLV,1997,-326853
El Salvador,SLV,2002,-312786
El Salvador,SLV,2007,-285671
El Salvador,SLV,2012,-240415
Equatorial Guinea,GNQ,1962,2999
Equatorial Guinea,GNQ,1967,5001
Equatorial Guinea,GNQ,1972,-70000
Equatorial Guinea,GNQ,1977,-29997
Equatorial Guinea,GNQ,1982,65001
Equatorial Guinea,GNQ,1987,20000
Equatorial Guinea,GNQ,1992,20004
Equatorial Guinea,GNQ,1997,35002
Equatorial Guinea,GNQ,2002,50003
Equatorial Guinea,GNQ,2007,80003
Equatorial Guinea,GNQ,2012,90001
Eritrea,ERI,1962,6997
Eritrea,ERI,1967,4999
Eritrea,ERI,1972,10000
Eritrea,ERI,1977,10000
Eritrea,ERI,1982,10000
Eritrea,ERI,1987,-40000
Eritrea,ERI,1992,-400002
Eritrea,ERI,1997,-70000
Eritrea,ERI,2002,110001
Eritrea,ERI,2007,-159999
Eritrea,ERI,2012,-159999
Estonia,EST,1962,43228
Estonia,EST,1967,41204
Estonia,EST,1972,30581
Estonia,EST,1977,30510
Estonia,EST,1982,25900
Estonia,EST,1987,15497
Estonia,EST,1992,-111876
Estonia,EST,1997,-1197
Estonia,EST,2002,-18406
Estonia,EST,2007,-15151
Estonia,EST,2012,-10516
Ethiopia,ETH,1962,-19999
Ethiopia,ETH,1967,-42182
Ethiopia,ETH,1972,-59597
Ethiopia,ETH,1977,-1999798
Ethiopia,ETH,1982,250001
Ethiopia,ETH,1987,780074
Ethiopia,ETH,1992,1475274
Ethiopia,ETH,1997,-155577
Ethiopia,ETH,2002,-83182
Ethiopia,ETH,2007,-50132
Ethiopia,ETH,2012,-60001
Fiji,FJI,1962,2451
Fiji,FJI,1967,-9567
Fiji,FJI,1972,-12506
Fiji,FJI,1977,-20709
Fiji,FJI,1982,-11628
Fiji,FJI,1987,-66875
Fiji,FJI,1992,-35796
Fiji,FJI,1997,-42260
Fiji,FJI,2002,-61797
Fiji,FJI,2007,-28754
Fiji,FJI,2012,-28720
Finland,FIN,1962,-64984
Finland,FIN,1967,-97937
Finland,FIN,1972,28880
Finland,FIN,1977,-29377
Finland,FIN,1982,26181
Finland,FIN,1987,18268
Finland,FIN,1992,47223
Finland,FIN,1997,22154
Finland,FIN,2002,31935
Finland,FIN,2007,57558
Finland,FIN,2012,81416
France,FRA,1962,1466682
France,FRA,1967,416217
France,FRA,1972,805181
France,FRA,1977,146855
France,FRA,1982,268131
France,FRA,1987,481869
France,FRA,1992,303416
France,FRA,1997,382333
France,FRA,2002,493125
France,FRA,2007,536344
France,FRA,2012,361722
French Polynesia,PYF,1962,3190
French Polynesia,PYF,1967,3344
French Polynesia,PYF,1972,4388
French Polynesia,PYF,1977,3844
French Polynesia,PYF,1982,3650
French Polynesia,PYF,1987,241
French Polynesia,PYF,1992,-4324
French Polynesia,PYF,1997,3483
French Polynesia,PYF,2002,77
French Polynesia,PYF,2007,-3463
French Polynesia,PYF,2012,-4998
Gabon,GAB,1962,9410
Gabon,GAB,1967,16188
Gabon,GAB,1972,2999
Gabon,GAB,1977,4999
Gabon,GAB,1982,4999
Gabon,GAB,1987,4999
Gabon,GAB,1992,4999
Gabon,GAB,1997,9566
Gabon,GAB,2002,30783
Gabon,GAB,2007,68720
Gabon,GAB,2012,85442
"Gambia, The",GMB,1962,-3232
"Gambia, The",GMB,1967,118
"Gambia, The",GMB,1972,9392
"Gambia, The",GMB,1977,-3380
"Gambia, The",GMB,1982,19475
"Gambia, The",GMB,1987,48392
"Gambia, The",GMB,1992,-14801
"Gambia, The",GMB,1997,-26418
"Gambia, The",GMB,2002,-13742
"Gambia, The",GMB,2007,-13742
"Gambia, The",GMB,2012,-13476
Georgia,GEO,1962,96284
Georgia,GEO,1967,85196
Georgia,GEO,1972,-73425
Georgia,GEO,1977,-95444
Georgia,GEO,1982,-47827
Georgia,GEO,1987,-43659
Georgia,GEO,1992,-544069
Georgia,GEO,1997,-366036
Georgia,GEO,2002,-277521
Georgia,GEO,2007,-299482
Georgia,GEO,2012,-305269
Germany,DEU,1962,666962
Germany,DEU,1967,867574
Germany,DEU,1972,714153
Germany,DEU,1977,228894
Germany,DEU,1982,23
Germany,DEU,1987,1714683
Germany,DEU,1992,2659698
Germany,DEU,1997,695914
Germany,DEU,2002,804608
Germany,DEU,2007,43087
Germany,DEU,2012,1777126
Ghana,GHA,1962,0
Ghana,GHA,1967,-361999
Ghana,GHA,1972,-164002
Ghana,GHA,1977,-563999
Ghana,GHA,1982,206001
Ghana,GHA,1987,-30003
Ghana,GHA,1992,-16285
Ghana,GHA,1997,-112636
Ghana,GHA,2002,165518
Ghana,GHA,2007,189259
Ghana,GHA,2012,-49999
Greece,GRC,1962,-257899
Greece,GRC,1967,-187126
Greece,GRC,1972,20771
Greece,GRC,1977,309665
Greece,GRC,1982,100241
Greece,GRC,1987,178887
Greece,GRC,1992,464636
Greece,GRC,1997,297431
Greece,GRC,2002,113586
Greece,GRC,2007,80157
Greece,GRC,2012,-161799
Grenada,GRD,1962,-8968
Grenada,GRD,1967,-9319
Grenada,GRD,1972,-11426
Grenada,GRD,1977,-12867
Grenada,GRD,1982,-288
Grenada,GRD,1987,-15001
Grenada,GRD,1992,-3923
Grenada,GRD,1997,-4912
Grenada,GRD,2002,-4132
Grenada,GRD,2007,-4274
Grenada,GRD,2012,-4274
Guam,GUM,1962,-2905
Guam,GUM,1967,-1442
Guam,GUM,1972,-2131
Guam,GUM,1977,-1511
Guam,GUM,1982,109
Guam,GUM,1987,99
Guam,GUM,1992,1739
Guam,GUM,1997,-4116
Guam,GUM,2002,-9556
Guam,GUM,2007,-9776
Guam,GUM,2012,-7594
Guatemala,GTM,1962,-10311
Guatemala,GTM,1967,-41269
Guatemala,GTM,1972,-137529
Guatemala,GTM,1977,-258519
Guatemala,GTM,1982,-283074
Guatemala,GTM,1987,-299909
Guatemala,GTM,1992,-367469
Guatemala,GTM,1997,-402326
Guatemala,GTM,2002,-281050
Guatemala,GTM,2007,-114231
Guatemala,GTM,2012,-50131
Guinea,GIN,1962,-13857
Guinea,GIN,1967,-13857
Guinea,GIN,1972,-275000
Guinea,GIN,1977,-353000
Guinea,GIN,1982,-38000
Guinea,GIN,1987,162450
Guinea,GIN,1992,800000
Guinea,GIN,1997,-246148
Guinea,GIN,2002,-368004
Guinea,GIN,2007,-300000
Guinea,GIN,2012,-250000
Guinea-Bissau,GNB,1962,-20001
Guinea-Bissau,GNB,1967,-7230
Guinea-Bissau,GNB,1972,-14999
Guinea-Bissau,GNB,1977,-79367
Guinea-Bissau,GNB,1982,-30001
Guinea-Bissau,GNB,1987,-28004
Guinea-Bissau,GNB,1992,-29999
Guinea-Bissau,GNB,1997,-58803
Guinea-Bissau,GNB,2002,-39899
Guinea-Bissau,GNB,2007,-25002
Guinea-Bissau,GNB,2012,-10003
Guyana,GUY,1962,-14669
Guyana,GUY,1967,-42559
Guyana,GUY,1972,-54362
Guyana,GUY,1977,-52341
Guyana,GUY,1982,-97340
Guyana,GUY,1987,-102648
Guyana,GUY,1992,-57867
Guyana,GUY,1997,-80312
Guyana,GUY,2002,-64249
Guyana,GUY,2007,-55476
Guyana,GUY,2012,-27278
Haiti,HTI,1962,-51997
Haiti,HTI,1967,-58003
Haiti,HTI,1972,-88000
Haiti,HTI,1977,-97999
Haiti,HTI,1982,-124999
Haiti,HTI,1987,-135001
Haiti,HTI,1992,-140001
Haiti,HTI,1997,-144998
Haiti,HTI,2002,-139999
Haiti,HTI,2007,-138004
Haiti,HTI,2012,-150000
Honduras,HND,1962,-29002
Honduras,HND,1967,-41000
Honduras,HND,1972,-45999
Honduras,HND,1977,-50999
Honduras,HND,1982,-61998
Honduras,HND,1987,-73998
Honduras,HND,1992,-77999
Honduras,HND,1997,-64998
Honduras,HND,2002,-41999
Honduras,HND,2007,-24000
Honduras,HND,2012,-15001
"Hong Kong SAR, China",HKG,1962,-27385
"Hong Kong SAR, China",HKG,1967,71590
"Hong Kong SAR, China",HKG,1972,73970
"Hong Kong SAR, China",HKG,1977,406637
"Hong Kong SAR, China",HKG,1982,160605
"Hong Kong SAR, China",HKG,1987,221262
"Hong Kong SAR, China",HKG,1992,156486
"Hong Kong SAR, China",HKG,1997,375683
"Hong Kong SAR, China",HKG,2002,64797
"Hong Kong SAR, China",HKG,2007,89747
"Hong Kong SAR, China",HKG,2012,74892
Hungary,HUN,1962,21715
Hungary,HUN,1967,15731
Hungary,HUN,1972,-24419
Hungary,HUN,1977,13040
Hungary,HUN,1982,-115800
Hungary,HUN,1987,-91554
Hungary,HUN,1992,99980
Hungary,HUN,1997,78562
Hungary,HUN,2002,61589
Hungary,HUN,2007,25150
Hungary,HUN,2012,29999
Iceland,ISL,1962,-732
Iceland,ISL,1967,-2757
Iceland,ISL,1972,-1061
Iceland,ISL,1977,-3929
Iceland,ISL,1982,260
Iceland,ISL,1987,646
Iceland,ISL,1992,-1054
Iceland,ISL,1997,1020
Iceland,ISL,2002,2940
Iceland,ISL,2007,12007
Iceland,ISL,2012,-2163
India,IND,1962,-85382
India,IND,1967,-345179
India,IND,1972,2143321
India,IND,1977,1157182
India,IND,1982,583096
India,IND,1987,45147
India,IND,1992,-552935
India,IND,1997,-716900
India,IND,2002,-1950910
India,IND,2007,-2913829
India,IND,2012,-2578213
Indonesia,IDN,1962,-107486
Indonesia,IDN,1967,-40261
Indonesia,IDN,1972,-90360
Indonesia,IDN,1977,-202747
Indonesia,IDN,1982,-49566
Indonesia,IDN,1987,-166738
Indonesia,IDN,1992,-381823
Indonesia,IDN,1997,-344962
Indonesia,IDN,2002,-851310
Indonesia,IDN,2007,-744715
Indonesia,IDN,2012,-835000
"Iran, Islamic Rep.",IRN,1962,-7838
"Iran, Islamic Rep.",IRN,1967,51755
"Iran, Islamic Rep.",IRN,1972,77633
"Iran, Islamic Rep.",IRN,1977,419996
"Iran, Islamic Rep.",IRN,1982,2019420
"Iran, Islamic Rep.",IRN,1987,1344377
"Iran, Islamic Rep.",IRN,1992,-2096003
"Iran, Islamic Rep.",IRN,1997,615293
"Iran, Islamic Rep.",IRN,2002,-70307
"Iran, Islamic Rep.",IRN,2007,-549266
"Iran, Islamic Rep.",IRN,2012,-400001
Iraq,IRQ,1962,-1862
Iraq,IRQ,1967,-6877
Iraq,IRQ,1972,-8587
Iraq,IRQ,1977,-47791
Iraq,IRQ,1982,-199939
Iraq,IRQ,1987,-630184
Iraq,IRQ,1992,-154026
Iraq,IRQ,1997,-17859
Iraq,IRQ,2002,-266320
Iraq,IRQ,2007,-457332
Iraq,IRQ,2012,463665
Ireland,IRL,1962,-109734
Ireland,IRL,1967,-50860
Ireland,IRL,1972,37331
Ireland,IRL,1977,53058
Ireland,IRL,1982,-50745
Ireland,IRL,1987,-115193
Ireland,IRL,1992,-10648
Ireland,IRL,1997,83412
Ireland,IRL,2002,199949
Ireland,IRL,2007,198144
Ireland,IRL,2012,-139996
Israel,ISR,1962,208759
Israel,ISR,1967,72440
Israel,ISR,1972,165879
Israel,ISR,1977,62546
Israel,ISR,1982,2604
Israel,ISR,1987,65418
Israel,ISR,1992,456923
Israel,ISR,1997,245334
Israel,ISR,2002,102935
Israel,ISR,2007,273635
Israel,ISR,2012,19497
Italy,ITA,1962,-231607
Italy,ITA,1967,-231781
Italy,ITA,1972,19396
Italy,ITA,1977,164927
Italy,ITA,1982,266352
Italy,ITA,1987,-10058
Italy,ITA,1992,152825
Italy,ITA,1997,223974
Italy,ITA,2002,1624300
Italy,ITA,2007,1006308
Italy,ITA,2012,264145
Jamaica,JAM,1962,-144764
Jamaica,JAM,1967,-151557
Jamaica,JAM,1972,-92857
Jamaica,JAM,1977,-101213
Jamaica,JAM,1982,-73916
Jamaica,JAM,1987,-145996
Jamaica,JAM,1992,-101198
Jamaica,JAM,1997,-82801
Jamaica,JAM,2002,-84638
Jamaica,JAM,2007,-87395
Jamaica,JAM,2012,-93096
Japan,JPN,1962,-151351
Japan,JPN,1967,819220
Japan,JPN,1972,727596
Japan,JPN,1977,205006
Japan,JPN,1982,50002
Japan,JPN,1987,-298339
Japan,JPN,1992,46286
Japan,JPN,1997,-100333
Japan,JPN,2002,164199
Japan,JPN,2007,277580
Japan,JPN,2012,358133
Jordan,JOR,1962,35715
Jordan,JOR,1967,254352
Jordan,JOR,1972,-29706
Jordan,JOR,1977,-80758
Jordan,JOR,1982,81657
Jordan,JOR,1987,170602
Jordan,JOR,1992,412472
Jordan,JOR,1997,-150147
Jordan,JOR,2002,-93897
Jordan,JOR,2007,649997
Jordan,JOR,2012,975285
Kazakhstan,KAZ,1962,691681
Kazakhstan,KAZ,1967,173343
Kazakhstan,KAZ,1972,-128101
Kazakhstan,KAZ,1977,-412067
Kazakhstan,KAZ,1982,-429797
Kazakhstan,KAZ,1987,-656091
Kazakhstan,KAZ,1992,-1411744
Kazakhstan,KAZ,1997,-1324984
Kazakhstan,KAZ,2002,44530
Kazakhstan,KAZ,2007,-35196
Kazakhstan,KAZ,2012,159807
Kenya,KEN,1962,-20000
Kenya,KEN,1967,-19535
Kenya,KEN,1972,-17915
Kenya,KEN,1977,-2930
Kenya,KEN,1982,3805
Kenya,KEN,1987,5023
Kenya,KEN,1992,221569
Kenya,KEN,1997,-21386
Kenya,KEN,2002,25144
Kenya,KEN,2007,-189330
Kenya,KEN,2012,-50000
Kiribati,KIR,1962,-1219
Kiribati,KIR,1967,-1274
Kiribati,KIR,1972,-1500
Kiribati,KIR,1977,-2576
Kiribati,KIR,1982,-3112
Kiribati,KIR,1987,-766
Kiribati,KIR,1992,-4598
Kiribati,KIR,1997,-2977
Kiribati,KIR,2002,-2039
Kiribati,KIR,2007,-578
Kiribati,KIR,2012,-2130
"Korea, Dem. People’s Rep.",PRK,1962,0
"Korea, Dem. People’s Rep.",PRK,1967,0
"Korea, Dem. People’s Rep.",PRK,1972,0
"Korea, Dem. People’s Rep.",PRK,1977,0
"Korea, Dem. People’s Rep.",PRK,1982,0
"Korea, Dem. People’s Rep.",PRK,1987,0
