"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Armenia","ARM","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.009093946","0.152838922","0.241656509","0.254551579","0.551865964","0.814009232","2.297846274","3.708664629","6.631634399","10.43709632","41.62457715","62.45557755","48.33377522","73.92986395","131.1938086","109.6360981","114.013624","115.3337511","119.696221","120.3535058","119.8452458","122.3218158","126.1831509","128.2969735","124.3508359","128.961359",
"American Samoa","ASM","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","1.397819402","1.758705593","2.29498164","2.340780135","2.385321101","2.518982331","2.650036217","3.125325555","3.420917053","3.696591455","3.499664816","3.624439075","3.904487558","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","","","","","1.862517551","1.965795164","2.066912859","11.51433874","29.31183799","32.80194187","49.49154738","59.04654558","68.40551805","107.67632","136.1958564","137.0232638","164.0725036","159.6103343","196.009102","202.940193","145.2893674","129.2224595","134.5208212","195.6860129","198.754472","201.933735","","199.7481436","198.5668652","",
"Australia","AUS","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0.027202978","0.191348092","0.562786918","1.08483674","1.687554564","2.846098131","3.913447917","6.851813911","12.45348067","21.90881813","24.86658247","26.4384907","33.58883185","45.02059448","57.83415055","65.05494704","72.83111188","82.70993065","91.31591136","96.54551735","102.0602734","104.1045379","102.4888541","102.1836974","106.4049909","107.0777947","107.910329","106.7765212","108.1853261","109.7343698","108.4165835","110.6519296","108.5886162","106.9417431","104.509498",
"Austria","AUT","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0.129090886","0.252456375","0.346297993","0.486618775","0.665683123","0.959768212","1.487975586","2.199426692","2.793816992","3.505812272","4.825981063","7.523308814","14.5561248","28.74798987","53.18724835","76.36296088","81.35950603","83.37673809","89.58013346","97.80672818","105.3234981","112.2552739","119.4976758","129.9823149","137.0500745","146.3739125","155.1932739","161.1931998","156.5179428","151.5621925","155.8663134","126.8182509","123.4328495","124.2461975","120.7891044","120.3155961","121.9694798",
"Azerbaijan","AZE","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.006392325","0.076052086","0.213860635","0.499996125","0.808347519","4.56708367","5.132877927","8.814271586","9.486239279","12.49184326","17.02308418","25.90039991","37.92497713","50.89874753","72.75801316","85.05960989","98.51590341","108.1321708","106.7431224","105.3629953","108.3211865","108.4519054","102.1325853","100.550391","101.8436601","105.0577494","100.577047","104.8878056",
"Burundi","BDI","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.006354384","0.006766423","0.0095065","0.009459562","0.010449264","0.010272826","0.012944607","0.258733033","0.516817207","0.782079785","0.932829566","1.412261168","2.070680864","2.611583155","3.398531004","5.805480455","10.5719406","18.38612295","20.24788559","22.94044018","24.99444805","30.42671535","46.58923322","49.13927197","53.073037","54.97002994","55.00739463","54.26373457","61.67128229",
"Belgium","BEL","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0.038410913","0.07295796","0.193123711","0.30985683","0.430541108","0.514865721","0.613590337","0.67475874","1.271910668","2.330395105","4.72351216","9.596319875","17.23787063","31.16718928","54.8403395","74.66106187","78.23594997","82.72811955","87.33323948","91.32561654","93.04921348","100.792448","105.7332365","109.0163124","111.731029","114.0583084","111.623776","110.9153557","113.9396941","113.5645872","110.9039753","99.76104331","99.9891253","99.99135577","99.72332827","101.1083743",
"Benin","BEN","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.017365389","0.043634125","0.067245695","0.095471222","0.107076743","0.792738178","1.733212794","2.943708125","3.083543364","5.818213416","7.316681103","12.56424327","23.72609786","40.70486295","54.87425803","74.90081741","79.83654762","83.96026074","93.39120338","81.58793478","85.22948043","78.97356015","75.65070229","79.24062635","84.21052161","88.11818884","97.96018203",
"Burkina Faso","BFA","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00494294","0.01379234","0.024372687","0.043663904","0.212448354","0.621938512","0.878804908","1.827192642","2.944665159","4.565784098","7.10106046","12.59082932","19.89845318","24.43207428","35.41543025","46.27031874","58.29298367","63.73682215","68.76444495","77.18176266","79.91513371","90.47440751","94.83338248","97.19768463","102.7626369","111.6631328",
"Bangladesh","BGD","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000224674","0.000440844","0.000954894","0.002122361","0.003336757","0.021304625","0.060313402","0.117549767","0.215955426","0.394925259","0.80140256","0.999976513","2.004154126","6.386938172","13.41312473","23.84554569","30.69701239","35.00813289","45.77354649","56.1667898","63.89610407","75.66900657","81.34459807","83.23875309","85.10324101","93.29458051","98.83168698","100.0336994","105.2911628","106.8878332",
"Bulgaria","BGR","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01161233","0.076037034","0.246768535","0.316471968","0.841450728","1.542211607","4.288006531","9.113707955","19.29093973","32.5719108","44.21550847","60.13402386","79.90716067","106.2757886","128.2216717","135.8844328","136.9375706","134.3463722","138.869183","143.966837","141.1194769","128.6861675","125.7944108","123.8462766","118.8025553","117.8397093","115.3427025","113.849275","114.7677533",
"Bahrain","BHR","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0.137273543","0.366937869","0.597100154","0.849606974","0.994746994","1.373514003","1.746352373","1.979935722","2.969385794","4.5029318","6.334195172","8.970155154","13.68999114","19.283577","28.91690398","41.02487207","51.98149465","56.93614954","77.96067195","85.05212763","93.45537498","107.2508102","129.7600831","118.8664576","129.1151861","139.7312217","173.3884708","175.1793056","177.6320346","184.9333623","212.4528521","162.3024312","140.7017898","128.4065325","119.86485","131.4487123",
"Bahamas, The","BHS","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.710066167","0.731730289","0.922074099","0.833206091","","1.36870147","1.622656855","1.998903827","2.55930602","4.96796473","9.699274493","18.37082026","36.45457213","36.10978168","54.2152205","65.48832101","71.73598666","104.5665509","98.69209884","97.4881608","114.7626932","79.05543061","78.52149264","74.41981071","80.9089998","79.24028134","90.965109","88.60207508","96.71589874","105.1785039","114.6450432","",
"Bosnia and Herzegovina","BIH","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.03838526","0.222345857","0.611923183","1.266718581","2.234462297","10.6011492","17.834847","25.68958952","33.97269036","38.94116621","46.5199604","61.14023987","80.6167888","83.99816904","81.61010714","84.72248715","91.37722507","96.42745189","97.76313417","97.70724826","97.78962053","100.001686","101.7919614","111.7477784","105.7638198","113.9969422",
"Belarus","BLR","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00309146","0.016457615","0.056367534","0.062741587","0.07852187","0.117354959","0.22755487","0.481188384","1.356006073","4.564502119","11.10683042","22.39351493","41.26253389","60.35626399","70.83258616","83.04193393","99.26716397","106.1807277","110.177396","110.1376877","114.686658","117.6215475","118.016106","117.8382404","117.5863907","119.8449004","120.1910673","121.490553","122.7801287",
"Belize","BLZ","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.205997621","0.419321022","0.759987424","1.040792985","1.171718474","1.571760772","2.832000619","6.993169888","15.78194277","20.2076668","22.88009758","27.56055974","34.23985733","40.86877314","39.81303883","52.35432867","51.49536875","60.29102221","67.49054737","51.15513901","50.65885671","48.90232307","58.89499293","60.69172801","63.90324879","64.46818089","65.51587659","66.84898207","",
"Bermuda","BMU","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","1.304477246","1.934922568","2.488163942","3.319502075","5.788219271","8.673365814","10.63482721","13.3355615","17.062115","20.74484761","20.99014447","21.18264327","21.58735813","48.27885869","64.03278479","78.10009563","83.73836526","95.2758402","109.2532776","124.88539","134.1688634","139.0136649","","143.1718062","148.4899065","93.90103386","60.17990625","101.3049407","102.721454","","104.9959255","106.2002186","",
"Bolivia","BOL","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.004071835","0.020975279","0.035244269","0.052718307","0.092189324","0.418055648","1.455376388","2.887342571","4.980938617","6.780441344","8.917328029","11.49737045","14.11936214","19.53921968","25.82171069","30.13983939","33.51209002","50.99491498","64.31385416","70.22501607","80.34893557","89.81531826","97.04333351","95.72549681","91.63886556","89.7292164","95.86980372","98.61224848","99.24869117","98.89563329","99.62307127",
"Brazil","BRA","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000442582","0.004369477","0.020525874","0.114869348","0.356570578","0.786185011","1.504575585","2.69954844","4.307896658","8.665064415","13.18455708","16.13010807","19.32713015","25.39202175","35.51552318","46.15180215","52.91720162","63.4135915","78.18528647","87.07984742","100.293596","118.2517092","124.1756934","134.3929329","137.9776265","125.6477067","117.9869738","106.1217992","99.64002652","95.38505233","96.54706819","102.48887",
"Barbados","BRB","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.187353991","0.305904416","0.59771031","1.133688941","1.759027693","2.390846062","3.044175303","4.551626827","7.687852519","10.75618631","20.01341488","36.47632809","52.33664425","74.53790432","76.51487882","87.68350676","94.89839525","105.8785556","123.1084181","127.4288252","126.2920802","126.4657963","111.1400863","110.077011","120.3928324","119.2209554","118.0445365","117.7476331","117.5408666","105.0970277","112.6006401",
"Brunei Darussalam","BRN","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0.676521792","1.120951605","1.479006258","2.916621299","5.351515401","11.99644263","14.21442475","14.36712801","15.34552338","20.18070908","28.44941694","41.96767112","44.21967231","50.09673912","56.16529944","63.5094637","80.84590459","96.67060948","103.7155978","105.7828245","109.8603214","110.3746893","115.5191155","113.8721697","108.4957375","109.9533264","122.8780218","126.6006005","130.3207192","131.2182683","121.4758051","135.501254",
"Bhutan","BTN","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.35532683","2.94434846","5.427220223","12.19112973","21.92428559","36.74284546","48.58086395","55.89044047","67.8772798","77.77759289","74.68047217","84.81429524","90.91492505","93.14595832","96.62766062","92.31829061","95.0199294","96.4571149","100.0671395",
"Botswana","BWA","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.917437288","5.438773013","12.86577475","18.8579569","18.50918875","24.3574915","28.12351237","29.78549847","42.67477021","58.55487888","74.01864177","91.46431156","112.991905","135.9050007","141.6608709","146.4312098","150.8822868","150.7621557","139.8131113","134.9211022","137.9300386","149.8882667","150.3850531","160.7369816",
"Central African Republic","CAF","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001342812","0.031841169","0.039612869","0.045934475","0.113860194","0.132130231","0.286102791","0.320557832","0.993334231","1.458031298","2.375954956","2.561504041","7.770417973","12.75957623","18.92065794","21.01326011","20.97293715","23.94805613","28.32525547","24.08176823","25.7814515","25.45474491","23.52311236","25.10924907","30.6238199","34.26900891","",
"Canada","CAN","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0.046432581","0.229743594","0.37207101","0.75566853","1.266968346","2.110719507","2.7692662","3.621504167","4.649694019","6.437896665","8.842031473","11.81927704","14.03819836","17.73439489","22.73384365","28.44217078","34.34855145","37.90258971","42.03425423","47.06742374","52.82047544","57.63302795","61.70384455","66.5065332","70.88158252","76.03888561","78.19708293","79.90342869","80.8813881","81.31427412","83.30038912","85.15367591","86.70104032","89.67401709","91.59004081","85.40841921","85.7633068",
"Central Europe and the Baltics","CEB","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00261056682817441","0.011712864542566","0.0409861753430625","0.100145314041537","0.265133988712243","0.502357189330766","1.11078924064207","2.85223847693437","5.71859300651462","10.8961048326083","20.6738050964585","32.3962797065849","44.0470611702492","53.9585246760164","67.6395983731625","82.057716489448","96.9548130511162","111.161228073277","119.094672426691","119.689348064331","121.74442149351","124.795725594432","129.359970635373","131.766589782834","130.864424519989","126.076137856759","124.997371413113","122.132128080483","119.829218463391","120.788794710806","121.617426753818","124.112156386123",
"Switzerland","CHE","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0.083658647","0.466700067","1.094383444","1.86312157","2.568755037","3.128988784","3.715376361","4.750957515","6.353340872","9.374002343","14.73654995","23.89578208","42.80907642","64.58480778","73.02736295","78.83348817","84.42543709","85.01063046","92.0009924","99.48022812","108.8436554","116.4751316","120.5339002","123.2884262","127.4511306","132.0838051","136.5991059","136.1783661","135.7591625","134.2677888","131.1998185","126.7095617","126.9492891","127.4054064","127.2601924",
"Channel Islands","CHI","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.037216408","0.104332892","0.266451437","0.467541804","0.608541585","0.814113391","1.368639745","2.185860172","2.766776987","6.429716534","14.89605908","22.15717664","32.85744801","39.78841312","45.83031509","57.81873304","65.34385645","76.22360399","84.59985967","88.80729074","97.72343715","116.7493111","129.9394599","138.0537951","135.1310128","133.8868853","129.861175","128.8584324","125.28541","134.6365175","131.5774455","129.8851806","136.3134058",
"China","CHN","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","6.38E-05","0.000289186","0.000864322","0.001587842","0.004061416","0.014946866","0.053350925","0.129878018","0.29791213","0.557926117","1.069072913","1.913884263","3.448689963","6.744724531","11.37860424","16.08250443","20.94488156","25.81891467","30.14865123","35.11253649","41.41509824","48.20785124","55.79864972","63.71521287","72.67381064","81.38349829","89.31856151","92.84598562","92.70071605","97.36386675","104.2265872","116.3882038","122.8132903","120.5961882","121.5140853",
"Cote d'Ivoire","CIV","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.091479639","0.234750142","0.575143814","1.573080065","2.815245776","4.224559171","5.807871421","7.069243308","9.028529295","12.38488336","20.96219992","37.68201154","51.61432648","63.76080738","73.85896297","80.43551999","82.23056119","86.2996605","96.12542511","107.6742335","113.3711016","127.7656655","132.6110689","142.9449473","149.543339","162.1701041",
"Cameroon","CMR","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.012452465","0.021193421","0.025782073","0.030126572","0.034929378","0.040819178","0.684347856","2.693398217","4.408103213","6.585413547","9.107210028","13.03899105","17.66597472","24.85225346","32.81070684","41.43074942","43.44821591","51.28211222","62.32232653","72.41147607","76.4097583","78.91603165","78.93806963","82.54515063","73.59740879","83.00540281","84.36916915","82.51303705",
"Congo, Dem. Rep.","COD","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0.019636928","0.016319607","0.019856233","0.021788617","0.025409066","0.030853839","0.29936142","1.083967385","2.342279923","3.631670083","4.856024853","7.563115316","10.93392469","15.96412219","14.71685523","17.80407321","22.78791578","28.30039549","38.4316525","48.79683182","47.99678106","35.47706053","41.97184654","41.87818082","41.29072644","43.93861689","",
"Congo, Rep.","COG","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.035503862","","0.115417379","0.165746278","2.233545946","4.60956805","6.658345236","9.636012758","10.82844201","15.1978347","24.06035366","32.54611347","44.18522878","69.25404547","83.79552057","84.74201477","90.87418742","96.51404931","99.70146791","102.9937292","104.5726633","95.17463114","91.89382514","88.76750847","85.75676575","95.2509045",
"Colombia","COL","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.245938139","0.763384012","1.42730078","3.391517836","4.744384773","5.096626456","5.75492345","8.196373426","11.36250635","15.0671079","24.97241422","51.75155503","69.58309594","78.37404023","94.40706951","95.13853853","99.24479163","101.9676509","107.1729328","108.7745797","118.5362158","121.6634145","123.2204667","128.6822441","130.9211763","132.0713308","132.8719623","145.6931676",
"Comoros","COM","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.350797187","1.441614443","2.619106673","6.098819498","10.06710974","14.57432443","19.08129738","25.19389535","32.30080439","41.41555353","49.68601299","53.59551757","58.17265028","60.89111697","61.56441686","64.26561932","72.72164109","96.95013186","103.8731734",
"Cabo Verde","CPV","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.004644099","0.231705489","1.794376227","4.305282476","6.761768228","9.075694534","11.11085653","13.51876247","16.58205297","21.82030292","30.15699421","54.40925194","56.36143961","71.34735962","75.14942533","79.66635697","92.50250028","112.3246581","110.7398862","107.8013016","108.3732481","106.8497659","103.232241","93.49323768","100.3820215",
"Costa Rica","CRI","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.090549498","0.133113211","0.200191909","0.524790252","1.272648304","1.721843643","2.846322652","3.541727008","5.31801431","8.066274189","12.18830827","18.58131934","21.70532355","25.51746605","32.97533765","33.96875103","41.90588862","42.74082225","67.68068898","88.74215105","113.5432338","148.4280298","144.9214415","153.9372109","168.4594269","177.0248638","168.5386493","168.1618485","146.6370492","152.0081561",
