"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Bulgaria","BGR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.6999969482422","",
"Bahrain","BHR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9413986206055","99.9673919677734","99.9871826171875","99.9971389770508","99.9997711181641","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Bahamas, The","BHS","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Bosnia and Herzegovina","BIH","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","99.4000015258789","98.5","100","100","100","99.3872756958008","99.6999969482422","100","100","100","99.7057800292969","100","99.5","100","99.6999969482422","100","100","100","100","100","",
"Belarus","BLR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Belize","BLZ","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","72.2249145507813","73.1233291625977","74.0203857421875","74.915397644043","75.8076934814453","76.6965866088867","77.5814056396484","78.4613800048828","79","80.1969604492188","81.0294189453125","81.8566360473633","82.6809768676758","83.5047760009766","90.9885330200195","85.1606369018555","85.9980621337891","86.8454284667969","89.9172210693359","91.6817321777344","90.9959182739258","91.1861038208008","91.3642578125","91.8000030517578","93.2223129272461","94.1890106201172","91.7200012207031","92.7200012207031","97.1133346557617","",
"Bermuda","BMU","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Bolivia","BOL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.0279006958008","61.3840293884277","64.1","64.0915298461914","71","67.330431","71.2","70.929888","69.9630432128906","69.2585372924805","63.9968566894531","72.3000030517578","75.9453048706055","68.2882080078125","76.2112808227539","80.1565704345703","84.6749877929688","86.7655944824219","87.8863143920898","88.3359451293945","90.3873748779297","89.5056838989258","90.0387268066406","91.522819519043","91.8000030517578","91.8000030517578","92.8000030517578","95.0800018310547","97.5541229248047","",
"Brazil","BRA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.475116","90.6065444946289","88.803833","89.999927","91.8837280273438","91.728598","92.867095","93.354139","94.193812","94.76296","94.391716003418","96.0165252685547","96.6529922485352","96.980094909668","96.7651062011719","97.0935134887695","97.5943145751953","98.1253814697266","98.5266265869141","98.8569412231445","98.5999984741211","99.3286895751953","99.5194931030273","99.5751495361328","99.6502456665039","99.7108993530273","99.6999969482422","99.8000030517578","99.6999969482422","99.8000030517578","100","",
"Barbados","BRB","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9842529296875","99.9934387207031","99.9986877441406","100","100","100","100","100","100","100","100","100","100","100","99.9967422485352","99.9804534912109","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Brunei Darussalam","BRN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Bhutan","BTN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.1499996185303","40.0451316833496","43.9788780212402","41.0999984741211","51.8330116271973","59.8081130981445","59.6850547790527","71.8000030517578","67.5552520751953","71.5038986206055","73.2829132080078","81.76708984375","91.5","87.4511413574219","91.483512878418","95.5307159423828","99.5897903442383","97.6999969482422","99.974365234375","100","100","",
"Botswana","BWA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1","9.39822673797607","11.6420764923096","13.8845663070679","16.1250171661377","18.3627471923828","20.5970783233643","22.8273296356201","25.0527400970459","26.4089794158936","24.7999992370605","27","33.0831069946289","35.2989120483398","37.5141792297363","39.7313194274902","41.9529800415039","44.5","43.3600006103516","52.0177803039551","53.2400016784668","56.0188140869141","57.9919204711914","59.952995300293","62.1300010681152","64.1750564575195","67.4000015258789","68.2292633056641","69.9597396850586","71.994758605957","",
"Central African Republic","CAF","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3.33491563796997","3.83021020889282","4.32142543792725","4.80779838562012","6","5.7360520362854","6.17705392837524","6.61282014846802","7.04570055007935","7.4780445098877","7.80516910552979","8.35099792480469","7.48000001907349","9.25287532806396","9.80000019073486","10.2466478347778","10.8688611984253","11.4691410064697","12.0573968887329","12.727029800415","13.5338163375854","14.2995414733887","14.8423757553101","14.3000001907349","15.4650840759277","",
"Canada","CAN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Central Europe and the Baltics","CEB","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.8278344126722","100","100","100","99.9796415821444","",
"Switzerland","CHE","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Channel Islands","CHI","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Chile","CHL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.257427","94.781623840332","94.560057","95.2737274169922","95.5180740356445","95.760383605957","95.617315","96.2361679077148","97.241124","96.6955490112305","97.9386901855469","97.1158065795898","97.2836837768555","98.7823257446289","97.606086730957","97.7653121948242","99.3681106567383","98.0920181274414","98.2648696899414","99.5936584472656","99.5383911132813","99.5881958007813","100","99.5999984741211","100","99.71484375","100","99.6999969482422","100","100","100","",
"China","CHN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.0217971801758","97.2727890014648","97.5162048339844","97.7543792724609","97.9896697998047","98.2244262695313","98.461051940918","98.7022018432617","98.9505767822266","99.2089004516602","99.6999969482422","99.8487243652344","99.9619293212891","99.9964447021484","100","100","100","100","100","100","100","",
"Cote d'Ivoire","CIV","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.5","43.6312522888184","44.6482124328613","45.6617698669434","46.6712455749512","48.2","48.6894683837891","49.6558570861816","51.4000015258789","51.5682334899902","52.5189170837402","58.9000015258789","60.1710510253906","55.3776245117188","60.2999992370605","57.3151054382324","58.3014678955078","55.7999992370605","55.7999992370605","61.3625907897949","61.9000015258789","62.5999984741211","64.3000030517578","65.5999984741211","67.1473922729492","68.4595565795898","69.6791229248047","",
"Cameroon","CMR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","32.6975250244141","33.849193572998","34.9995040893555","36.1477737426758","37.2933235168457","38.435474395752","40.7","40.7067756652832","41","46.2000007629395","44.0404014587402","45.1230125427246","47.0999984741211","47.2819328308105","49","48.2000007629395","50.5413970947266","51.6441535949707","52.7595558166504","53.7000007629395","55.0391540527344","56.2078132629395","56.7999992370605","58.5955924987793","59.8087768554688","61.0308647155762","62.2000007629395","63.4898796081543","64.7213668823242","",
"Congo, Dem. Rep.","COD","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.69999980926514","7.31436443328857","7.91584491729736","8.51208972930908","9.10544872283936","6","10.2929649353027","15.1999998092651","11.4986276626587","12.1150150299072","12.7440509796143","13.3884449005127","15.3999996185303","14.7332000732422","13.5","16.1482429504395","17.0418376922607","17.9165096282959","18.5682907104492","19.1000003814697","19.1000003814697","",
"Congo, Rep.","COG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.090015411377","30.063591003418","31.0295829772949","31.9903373718262","32.9482078552246","33.7999992370605","34.86474609375","35.8284721374512","36.799430847168","37.0999984741211","39.7886199951172","40.7216911315918","41.5999984741211","42.5439720153809","43.4321212768555","44.4016494750977","45.5083274841309","46.5739479064941","47.416675567627","48.4074745178223","49.5171012878418","",
"Colombia","COL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.9","91.8366546630859","92.1326599121094","92.4279937744141","92.7219619750977","91.2","93.3031005859375","93.5889129638672","93.8706436157227","94.1475296020508","95.1999969482422","98.4700012207031","94.9055023193359","95.1293487548828","95.3503112792969","96.8000030517578","95.7930297851563","96.0198440551758","96.8067626953125","96.0572280883789","96.7889938354492","96.693603515625","97.0321731567383","97.7794189453125","97.7909393310547","98.186897277832","98.4000015258789","98.5","98.5","99.7559204101563","100","",
"Comoros","COM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.9","32.7624130249023","35.0945281982422","37.421802520752","39.7153549194336","42.0186653137207","44.7999992370605","46.6048812866211","48.8924865722656","51.1795539855957","53.4684944152832","55.7619552612305","58.0626487731934","60.3732833862305","69.8077087402344","69.4258041381836","69.3000030517578","69.7684478759766","72.1627960205078","74.5719833374023","76.9930419921875","79.4230041503906","81.8589096069336","84.2977752685547","86.7371368408203","",
"Cabo Verde","CPV","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.4223289489746","60.1615180969238","58.5999984741211","63.619499206543","65.3429870605469","67","68.7907562255859","70.5201034545898","72.2566757202148","74.0031890869141","81.0999984741211","82.3562469482422","83.3587646484375","84.3393478393555","85.3079071044922","86.3578414916992","87.5449295043945","88.6909637451172","90.411750793457","91.4000015258789","94.1617431640625","",
"Costa Rica","CRI","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.9400024414063","98.2497787475586","98.5091857910156","98.6958999633789","98.9547805786133","99.0530548095703","99.1475219726563","99.2179946899414","99.2639389038086","99.4098052978516","98.995735168457","99.2323455810547","99.5032958984375","99.5635147094727","99.3592910766602","99.4098052978516","99.5","99.5999984741211","99.6999969482422","99.7099990844727","99.9000015258789","",
"Caribbean small states","CSS","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.3820750962788","80.6594512322651","81.3447257382085","84.664403839061","82.7022362848911","83.2863939528769","85.953181319113","86.9206178832493","89.5546979231956","89.4008038412072","89.4971105194618","89.9738877954487","90.3930983164556","90.8634426040992","91.8233353010238","92.9673042337141","92.2857013884258","93.496406554385","93.5096354012796","94.4994301362634","94.9716957076521","94.8931688850094","95.7360896741344","96.735835230924","97.3315486780136","97.6930735993125","98.2074840260217","98.7951756685558","",
"Cuba","CUB","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","96.2262573242188","95.5","96.5130310058594","96.6509094238281","96.7882537841797","96.9274749755859","97.0712127685547","97.2221832275391","97.3830947875977","97.5566482543945","97.7455673217773","97.9525527954102","98.1793670654297","98.4239883422852","98.6834564208984","98.9547882080078","99.2350311279297","99.5212097167969","99.8000030517578","100","",
"Curacao","CUW","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.9974060058594","99.9841156005859","99.9549026489258","100","100","100","100","100","100","100","100","100","100","100","",
"Cayman Islands","CYM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.846923828125","99.8788146972656","99.9102401733398","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Cyprus","CYP","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Czechia","CZE","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Germany","DEU","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Djibouti","DJI","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","56.2944946289063","56.3222541809082","56.3451690673828","56.3799514770508","56.3651428222656","49.7000007629395","56.3151168823242","56.2845993041992","56.253547668457","55.5","56.19970703125","56.1822776794434","56.1747894287109","56.1799507141113","56.2004699707031","54.5999984741211","56.2974739074707","56.618839263916","57.5785636901855","58.6754455566406","60.2000007629395","60.5641860961914","61.2119293212891","61.7670822143555","",
"Dominica","DMA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","79.6219177246094","80.9518127441406","82.2792129516602","87.6999969482422","84.9136199951172","86.2253112792969","87.5364761352539","88.8495101928711","90.1670608520508","90.9000015258789","92.8265686035156","94.173942565918","95.5366744995117","96.91748046875","98.3181076049805","99.7365493774414","99.8290176391602","99.9835357666016","100","100","100","100","",
"Denmark","DNK","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Dominican Republic","DOM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.2","82.4854049682617","83.2554931640625","84.0242233276367","84.7909088134766","85.5548782348633","86.3154449462891","87.0719375610352","91","88.7649307250977","89.7913589477539","89.7498168945313","89.1738052368164","90.3165664672852","90.141227722168","90.1181488037109","96.8763427734375","97.5761947631836","97.8577575683594","98.1454162597656","97.8988723754883","97.8670501708984","98.385856628418","98.4709777832031","98.5603637695313","98.9000015258789","100","98.9000015258789","99","100","",
"Algeria","DZA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.9730987548828","98.9668731689453","98.9530563354492","98.9340133666992","98.9120788574219","98.8896102905273","98.869010925293","98.8529357910156","99.3000030517578","98.8451843261719","98.8589324951172","98.8880310058594","98.7646636962891","99.0022048950195","99.0870132446289","99.1866607666016","99.3502502441406","99.6354904174805","99.6978378295898","99.5","99.8041305541992","",
"East Asia & Pacific (excluding high income)","EAP","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.3557181113947","91.9114688676401","92.443144133109","92.6611227400653","93.5762418646861","93.1615308574604","94.2837037452287","94.3614630077548","94.8406128699091","94.6369007781408","95.0577321161522","95.7231508212593","96.0093052044184","96.2393644303707","96.3841683694148","96.7908417635542","96.904828848467","97.6225196170756","97.6463904359033","97.8499744777453","97.8026689159178","",
"Early-demographic dividend","EAR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.7968254928848","56.5312654291763","58.2868020536671","60.0074118440456","61.9735359111599","63.5191410685105","66.2102288078676","66.7298221342732","65.4986335918279","68.9627441264212","70.0367583791502","70.8246711029885","71.846304024234","73.3116897158579","74.6939983307209","76.2941605913876","77.6577169733124","78.3411249303744","75.1658617611199","81.0462571719211","82.2142152044347","83.0640651193865","85.6762436604588","86.9785373450231","89.328123321876","91.0541198711032","92.2015197296211","93.3316616503709","",
